time;type;cp;cp_target_power;cp_charging_rate;vehicle;vehicle_soc;vehicle_charge;vehicle_capacity;cp_charge_increment
28200;U;3;20,0;20,0;9,0;0,937343291203881;34,96290476190476;37,3;1,4285714285714284
28200;U;4;20,0;20,0;14,0;0,7248513440463904;23,412698412698408;32,3;1,4285714285714284
28200;U;5;0,0;0,0;12,0;1,0;32,3;32,3;0,9624285714285747
28200;U;7;20,0;20,0;10,0;0,9785989010989014;50,88714285714287;52,0;1,4285714285714284
28200;U;8;20,0;20,0;15,0;0,5283174603174604;39,62380952380953;75,0;1,4285714285714284
28265;A;0;17,142857142857142;17,142857142857142;11,0;0,8673973360568533;32,35392063492063;37,3;0,3611111111111111
28265;A;1;17,142857142857142;17,142857142857142;16,0;0,73;23,578999999999997;32,3;
28265;A;2;17,142857142857142;17,142857142857142;13,0;0,7288359788359791;54,662698412698425;75,0;0,3611111111111111
28265;A;3;17,142857142857142;17,142857142857142;9,0;0,9470245542363506;35,324015873015874;37,3;0,3611111111111111
28265;A;4;17,142857142857142;17,142857142857142;14,0;0,736031254607106;23,77380952380952;32,3;0,3611111111111111
28265;A;5;0,0;0,0;12,0;1,0;32,3;32,3;0,0
28265;A;7;17,142857142857142;17,142857142857142;10,0;0,9855433455433459;51,248253968253984;52,0;0,3611111111111111
28265;A;8;17,142857142857142;17,142857142857142;15,0;0,5331322751322752;39,98492063492064;75,0;0,3611111111111111
28500;U;0;20,0;20,0;11,0;0,8973986127069236;33,47296825396825;37,3;1,1190476190476188
28500;U;1;20,0;20,0;16,0;0,7646454371222173;24,698047619047617;32,3;1,1190476190476188
28500;U;2;20,0;20,0;13,0;0,743756613756614;55,781746031746046;75,0;1,1190476190476188
28500;U;3;20,0;20,0;9,0;0,9770258308864208;36,443063492063494;37,3;1,1190476190476188
28500;U;4;20,0;20,0;14,0;0,7706766917293233;24,89285714285714;32,3;1,1190476190476188
28500;U;5;0,0;0,0;12,0;1,0;32,3;32,3;0,0
28500;U;7;0,0;0,0;10,0;1,0;52,0;52,0;0,7517460317460163
28500;U;8;20,0;20,0;15,0;0,5480529100529101;41,10396825396826;75,0;1,1190476190476188
28593;D;0;22,0;22,0;11,0;0,9112502659687645;33,98963492063491;37,3;0,5166666666666667
28593;D;1;22,0;22,0;16,0;0,780641309155241;25,214714285714283;32,3;0,5166666666666667
28593;D;2;22,0;22,0;13,0;0,7506455026455028;56,29841269841271;75,0;0,5166666666666667
28593;D;3;0,0;0,0;9,0;0,9908774841482617;36,95973015873016;37,3;0,5166666666666667
28593;D;4;22,0;22,0;14,0;0,786672563762347;25,409523809523805;32,3;0,5166666666666667
28593;D;5;0,0;0,0;;;;;0,0
28593;D;7;0,0;0,0;10,0;1,0;52,0;52,0;0,0
28593;D;8;22,0;22,0;15,0;0,5549417989417991;41,62063492063493;75,0;0,5166666666666667
28800;U;0;22,0;22,0;11,0;0,945164475084046;35,25463492063491;37,3;1,2650000000000001
28800;U;1;22,0;22,0;16,0;0,8198053958425475;26,479714285714284;32,3;1,2650000000000001
28800;U;2;22,0;22,0;13,0;0,7675121693121695;57,56341269841271;75,0;1,2650000000000001
28800;U;3;0,0;0,0;9,0;0,9908774841482617;36,95973015873016;37,3;0,0
28800;U;4;22,0;22,0;14,0;0,8258366504496535;26,674523809523805;32,3;1,2650000000000001
28800;U;7;0,0;0,0;10,0;1,0;52,0;52,0;0,0
28800;U;8;22,0;22,0;15,0;0,5718084656084657;42,88563492063493;75,0;1,2650000000000001
29097;D;0;0,0;0,0;11,0;0,9938239925103194;37,06963492063491;37,3;1,8150000000000002
29097;D;1;22,0;22,0;16,0;0,8759973463069439;28,294714285714285;32,3;1,8150000000000002
29097;D;2;22,0;22,0;13,0;0,7917121693121695;59,37841269841271;75,0;1,8150000000000002
29097;D;3;0,0;0,0;;;;;0,0
29097;D;4;22,0;22,0;14,0;0,8820286009140498;28,489523809523806;32,3;1,8150000000000002
29097;D;7;0,0;0,0;10,0;1,0;52,0;52,0;0,0
29097;D;8;22,0;22,0;15,0;0,5960084656084657;44,700634920634926;75,0;1,8150000000000002
29098;D;0;0,0;0,0;11,0;0,9938239925103194;37,06963492063491;37,3;0,0
